Query ID,Best Alpha,MRR
1049368,0.0,0.3333333333333333
328474,1.0,0.002638522427440633
131873,0.0,0.2
1016611,0.0,0.2
230179,0.0,0.5
394021,0.0,1.0
918324,0.0,0.5
787255,0.0,0.25
820027,0.0,1.0
262974,0.01,1.0
754509,0.0,1.0
328527,0.0,0.010416666666666666
66389,0.01,0.5
131925,0.01,0.16666666666666666
1016676,0.0,0.3333333333333333
99183,0.01,1.0
1049456,0.0,0.05
394095,0.01,0.0625
656250,0.0,1.0
1016703,0.0,1.0
1082242,0.01,0.5
1049484,0.0,0.25
1082263,0.0,0.25
918424,0.0,1.0
1082265,0,0
328611,0.01,0.14285714285714285
197542,0.0,0.3333333333333333
1082281,0.0,1.0
328629,0.0,0.03125
459707,0.0,1.0
820161,0.0,0.125
99267,0.01,0.14285714285714285
1016790,0.0,0.008849557522123894
656345,0.0,0.08333333333333333
1082332,0.0,1.0
721885,0.01,0.3333333333333333
558046,0.0,0.125
1082336,0.01,0.1111111111111111
1082339,0.02,0.003278688524590164
1082341,0.0,0.08333333333333333
1082351,0.0,0.5
656371,0.01,1.0
656376,0.0,0.03225806451612903
328704,0,0
132104,0.01,0.5
1082377,0.01,0.5
984075,0.0,0.5
590861,0.01,0.06666666666666667
1082384,0.0,0.004975124378109453
1016869,0.0,0.5
820267,0.0,0.07692307692307693
1016879,0.0,0.017857142857142856
164912,0.0,0.16666666666666666
132151,0.01,0.125
1082427,0.0,1.0
853057,0.0,0.5
689223,0.0,0.3333333333333333
1082445,0.0,1.0
427086,0.01,1.0
1082448,0.0,0.16666666666666666
164946,0.01,0.02702702702702703
1016915,0.01,0.07692307692307693
1082455,0.0,1.0
590945,0.01,0.5
754786,0.0,0.5
328814,0.0,1.0
1016943,0.0,0.0024154589371980675
984178,0.0,1.0
361594,0.0,0.014925373134328358
1082501,0.0,0.02127659574468085
1082502,0.0,0.2
99461,0.01,0.027777777777777776
492681,0.0,1.0
165002,0.01,0.2
165007,0.0,1.0
66707,0.01,1.0
361620,0.0,0.018867924528301886
525467,0.0,1.0
1082531,0.0,0.2
1049767,0.0,1.0
1082536,0.0,0.014705882352941176
132263,0.01,0.5
885932,0.0,0.3333333333333333
459948,0.0,0.004545454545454545
1049774,0.0,1.0
591026,0.0,1.0
1082547,0.0,0.016129032258064516
558263,0.01,0.3333333333333333
1049791,0.0,1.0
1215,0.0,0.5
1082576,0.0,1.0
66771,0.01,1.0
656602,0.01,0.07692307692307693
132317,0.01,0.16666666666666666
525534,0.01,0.5
34015,0.0,0.023255813953488372
885986,0.0,0.5
99556,0.0,0.5
1082603,0.0,1.0
1082607,0.01,0.1111111111111111
623857,0.0,0.037037037037037035
34039,0.01,0.1
165116,0.0,1.0
1082622,0.0,0.09090909090909091
132359,0.01,1.0
1288,0.0,1.0
1049867,0.0,1.0
165135,0.0,1.0
918800,0.0,1.0
1082653,0.0,1.0
1049894,0.0,0.5
1082668,0.09,0.0028735632183908046
492853,0.0,0.5
197945,0.0,0.058823529411764705
427323,0.01,1.0
230725,0.0,1.0
1049926,0.01,1.0
787784,0,0
427340,0.0,0.5
197964,0.01,0.5
1082701,0.0,1.0
525660,0.0,1.0
66908,0.0,0.08333333333333333
99676,0.02,0.008333333333333333
853344,0.0,0.07142857142857142
755040,0.01,1.0
1049955,0.0,1.0
1082730,0.01,0.3333333333333333
558448,0.01,1.0
984434,0.01,1.0
1017204,0.0,1.0
132473,0.0,0.5
1082750,0.0,0.3333333333333333
1082751,0.0,1.0
460162,0.01,1.0
1082759,0.0,0.2
755093,0.0,0.3333333333333333
1050007,0.01,0.125
329114,0,0
1082779,0.0,1.0
1082792,0.0,0.3333333333333333
722352,0.01,0.5
1050033,0.01,0.25
984499,0.0,0.16666666666666666
1082807,0.0,0.125
492988,0.0,1.0
1017276,0.0,0.3333333333333333
591310,0.0,0.021739130434782608
525779,0.0,0.5
1082835,0.0,1.0
558548,0.0,0.125
165335,0.0,0.5
1082840,0.0,0.3333333333333333
656859,0.01,0.2
99805,0.0,0.08333333333333333
853471,0.0,0.14285714285714285
230891,0.0,0.5
722413,0.0,0.5
263670,0.0,0.25
1082870,0.01,0.5
1082872,0.0,0.07692307692307693
296441,0.0,0.2
1082877,0.01,0.125
1017348,0.0,0.020833333333333332
951820,0.0,1.0
1082893,0.0,1.0
427532,0.01,0.5
624143,0.03,0.004098360655737705
132639,0.01,0.09090909090909091
362016,0.01,1.0
689700,0.0,0.03125
1576,0.05,0.005917159763313609
525868,0.0,1.0
1082924,0.01,0.5
624176,0.0,0.25
886332,0.01,0.1111111111111111
1082947,0.0,1.0
1082948,0.01,0.05263157894736842
788035,0.0,1.0
624199,0.0,1.0
755275,0.0,0.5
722515,0.0,1.0
1082966,0.0,0.3333333333333333
362076,0.0,0.2
1082978,0.0,0.1
198246,0.0,0.3333333333333333
165480,0.01,0.058823529411764705
886382,0.0,1.0
460403,0.0,0.5
1050231,0.0,1.0
1083000,0.0,0.2
67200,0.01,0.2
1083010,0.01,0.047619047619047616
1017476,0.01,0.1
1083017,0.0,1.0
1050253,0.0,1.0
1083021,0.0,0.5
853646,0.01,0.024390243902439025
329369,0.01,1.0
1017498,0.01,0.015151515151515152
1050275,0.01,1.0
820899,0.0,0.1111111111111111
1083052,0.0,1.0
100013,0.01,0.3333333333333333
100020,0,0
1017524,0.0,1.0
722615,0.0,1.0
1017529,0.0,1.0
689851,0.01,0.02631578947368421
526013,0.0,1.0
1017537,0.0,0.029411764705882353
984770,0.0,1.0
853699,0.0,1.0
657091,0.22,0.002197802197802198
231109,0.01,1.0
984774,0.0,0.1111111111111111
1083085,0.01,0.16666666666666666
100046,0.01,0.14285714285714285
263889,0.0,0.029411764705882353
427730,0.01,0.3333333333333333
1083092,0.0,1.0
1083095,0,0
689885,0.0,1.0
1083108,0.01,0.09090909090909091
820973,0.0,0.5
952047,0.01,0.07692307692307693
1083125,0.0,0.0625
1083127,0.01,0.5
755459,0.01,0.5
1017605,0.0,0.3333333333333333
755465,0.0,0.058823529411764705
1083150,0.0,1.0
919310,0.01,0.25
1083152,0.0,0.3333333333333333
1083157,0.0,0.5
1083158,0.0,1.0
984856,0.0,0.3333333333333333
1083161,0.01,1.0
395038,0.0,0.25
329515,0.0,1.0
657204,0.0,0.01818181818181818
821068,0.0,0.5
1017687,0.01,0.5
690010,0.0,1.0
1017692,0.01,0.1111111111111111
984930,0.01,0.3333333333333333
1017706,0.01,0.25
1083243,0.0,0.2
657264,0.0,0.025
984948,0.0,0.3333333333333333
624503,0.0,0.2
853882,0.0,1.0
231292,0.0,1.0
231298,0.0,1.0
1083267,0.0,0.5
1083268,0.01,0.02564102564102564
1017734,0.01,0.16666666666666666
1083278,0.01,0.045454545454545456
1083285,0.0,0.1111111111111111
100250,0.01,0.3333333333333333
1083293,0.0,0.5
1083296,0.0,0.047619047619047616
559009,0.0,1.0
984992,0.0,1.0
559018,0.0,1.0
1083307,0.01,0.05
133037,0.01,0.09090909090909091
1017773,0.0,1.0
165807,0.01,0.3333333333333333
1017775,0.0,0.25
198581,0.01,1.0
1083332,0.0,1.0
493508,0.0,1.0
1083340,0.0,1.0
1083341,0.0,0.2
1083342,0.0,0.021739130434782608
788431,0.01,0.006535947712418301
1083345,0.0,0.3333333333333333
100307,0.0,1.0
264150,0.0,0.5
1083361,0.01,0.05263157894736842
1083362,0.0,0.043478260869565216
1017830,0.01,1.0
493543,0.05,0.0012121212121212121
853995,0.01,0.1
526331,0.0,0.03333333333333333
788484,0.0,0.1111111111111111
624644,0.01,0.02040816326530612
1083401,0.0,1.0
100364,0.01,0.009708737864077669
1083410,0.0,1.0
591898,0.01,0.1
296993,0.01,0.022727272727272728
1083428,0.0,0.16666666666666666
722981,0.01,0.3333333333333333
1083430,0.01,0.5
1017892,0.0,0.05263157894736842
1050670,0.0,0.5
1083443,0.01,0.029411764705882353
952378,0.01,0.027777777777777776
297019,0.0,0.07142857142857142
231482,0.0,1.0
591940,0.0,1.0
854085,0.01,0.25
952388,0.0,0.03125
1050695,0.01,1.0
985158,0.0,0.08333333333333333
985165,0.01,1.0
985167,0.0,0.008771929824561403
1083472,0.0,1.0
428113,0.0,1.0
985173,0.0,0.3333333333333333
264284,0.0,0.16666666666666666
559198,0.0,0.5
1017952,0.02,0.01
1083493,0.0,0.03333333333333333
1083499,0.01,0.5
1083500,0.0,0.01818181818181818
1083502,0.0,0.05
1017966,0.0,1.0
1017971,0.0,0.2
1083508,0.0,1.0
395382,0.0,1.0
985207,0.0,1.0
591993,0.0,0.16666666666666666
1050747,0.0,1.0
821372,0.01,0.5
1083517,0.01,0.3333333333333333
952445,0.0,0.3333333333333333
952452,0.0,1.0
1083535,0.0,1.0
1083537,0.01,1.0
624790,0.0,0.1111111111111111
198807,0.01,0.5
1050778,0.0,1.0
166043,0.0,0.5
919712,0.0,1.0
755878,0.0,1.0
985259,0.01,0.16666666666666666
329901,0.0,0.5
1018032,0.0,0.5
2235,0.0,1.0
985275,0.0,0.14285714285714285
1083584,0.0,0.3333333333333333
755907,0.0,1.0
952520,0.0,0.16666666666666666
723144,0.0,0.125
1018056,0.0,1.0
1083597,0.0,0.2
1083598,0.01,0.25
559318,0.01,0.00303951367781155
985304,0.01,1.0
264410,0.01,0.3333333333333333
1083611,0.02,0.0047169811320754715
67802,0.01,0.25
788702,0.0,0.3333333333333333
166111,0.0,1.0
329958,0.0,1.0
1050857,0.0,0.3333333333333333
1083627,0.0,0.3333333333333333
624876,0.0,0.0625
1083641,0.01,1.0
1083642,0.01,0.25
100616,0.0,0.5
1083663,0.01,0.25
985360,0.0,1.0
395538,0.0,1.0
461078,0.01,0.5
1083675,0.0,0.5
985371,0.01,0.1111111111111111
985372,0.0,1.0
231717,0.0,1.0
1083686,0.01,0.5
1083690,0.01,0.05555555555555555
1050923,0.0,0.02702702702702703
100661,0.01,0.5
1083704,0.0,1.0
592192,0.0,1.0
1083713,0.0,1.0
1083721,0.0,1.0
1083722,0.01,1.0
690508,0,0
526671,0.0,1.0
1083727,0.01,0.125
952658,0.0,0.010752688172043012
985431,0.01,0.3333333333333333
985433,0.0,1.0
592220,0,0
362845,0.0,0.3333333333333333
1083743,0.0,0.5
919913,0.0,0.03571428571428571
592235,0.02,0.0027624309392265192
788851,0.0,1.0
985461,0.0,1.0
625022,0.0,0.3333333333333333
690565,0.01,1.0
1083783,0.0,1.0
428424,0.01,0.25
1083791,0.0,1.0
264594,0.0,0.5
559507,0.01,0.02127659574468085
1083797,0.0,0.5
1083800,0.0,0.25
1083819,0.01,1.0
1083822,0.0,1.0
690606,0.01,1.0
1083831,0.01,0.08333333333333333
1083832,0.01,0.5
1083839,0.0,0.1111111111111111
231877,0.0,1.0
1083846,0.01,0.1
1083852,0.01,1.0
1051095,0.0,0.5
1083865,0.0,0.08333333333333333
461281,0.0,1.0
1051108,0.01,0.017241379310344827
1051112,0.0,0.2
559607,0.0,0.2
1018359,0.0,1.0
68095,0.0,0.2
166403,0.01,1.0
1083909,0.0,0.5
494086,0.0,0.2
199177,0.01,1.0
395786,0.0,0.16666666666666666
690705,0.0,0.5
1083926,0.0,0.5
1083933,0.0,1.0
1083945,0.0,0.5
1083948,0.0,1.0
789037,0.0,1.0
985644,0.0,1.0
1083952,0,0
625205,0.0,0.5
657974,0.0,1.0
985653,0.0,0.3333333333333333
1083967,0.0,1.0
166468,0.0,0.5
1051211,0.01,1.0
1051214,0.01,0.04
1051223,0.0,0.5
1051229,0.0,0.5
559709,0.0,0.3333333333333333
952926,0.0,0.011235955056179775
887392,0.01,0.1111111111111111
1083997,0.0,0.25
887395,0.0,0.0035971223021582736
887398,0.01,0.16666666666666666
592495,0.0,1.0
690801,0.01,0.5
1051257,0.01,0.2
264827,0.0,1.0
1084038,0.0,0.07142857142857142
526984,0.0,0.0625
1084041,0.0,0.2
985736,0.0,1.0
1051279,0.0,1.0
1051285,0.01,0.04
985752,0.0,0.16666666666666666
920218,0.01,0.16666666666666666
559771,0.0,0.5
1018525,0.0,0.125
1051307,0.0,0.05
1084075,0.01,1.0
1084076,0.0,0.08333333333333333
330419,0.0,1.0
461491,0.0,0.14285714285714285
1084086,0.0,0.02
953020,0.02,0.005780346820809248
297672,0.01,0.5
1051339,0.0,0.045454545454545456
330450,0.0,1.0
1051352,0.01,0.125
592601,0.0,0.1
166625,0.01,1.0
428773,0.0,0.2
1051372,0.0,1.0
2798,0.01,0.3333333333333333
854785,0.0,0.25
494346,0.0,1.0
690956,0.0,0.5
199442,0.01,0.014925373134328358
428819,0.0,0.09090909090909091
166680,0.0,0.006329113924050633
1051422,0.01,0.5
1084192,0,0
592672,0.01,0.25
461601,0.0,0.2
1018658,0.01,0.037037037037037035
1084197,0.0,1.0
789292,0.0,1.0
428847,0.01,0.015384615384615385
985905,0.0,1.0
625458,0.03,0.0028089887640449437
691004,0.01,0.16666666666666666
330560,0.0,1.0
363332,0.02,0.08333333333333333
723781,0.01,1.0
1084230,0.0,1.0
1084233,0.0,0.5
854862,0.0,1.0
1051475,0.01,0.5
789332,0.0,0.043478260869565216
559959,0.03,0.004629629629629629
133977,0.01,0.1
166748,0.0,0.05555555555555555
691055,0.0,1.0
1084273,0.01,0.3333333333333333
1084276,0.0,1.0
134014,0.0,0.25
1051520,0.01,0.5
1084289,0.0,1.0
166784,0.0,1.0
1051530,0.0,0.09090909090909091
920458,0.0,1.0
1084301,0.0,1.0
428941,0.0,0.025
330640,0.0,1.0
2962,0.0,0.017857142857142856
1084308,0.0,0.25
199572,0.0,0.03571428571428571
1084324,0.0,0.045454545454545456
1084326,0.0,0.3333333333333333
1084330,0.01,0.012658227848101266
1084336,0.0,1.0
1051571,0.0,0.125
1018807,0.0,0.06666666666666667
953274,0.0,0.5
560059,0.0,1.0
789439,0.0,0.14285714285714285
1084354,0.01,0.5
658372,0.0,0.005154639175257732
691141,0.0,0.25
822218,0.0,0.0625
986068,0.01,0.07692307692307693
1084383,0.0,0.5
1084389,0.0,0.5
1084403,0.0,1.0
953332,0.01,1.0
855029,0.0,0.1111111111111111
855031,0.0,1.0
1084408,0.01,1.0
953351,0.0,1.0
855050,0.0,1.0
953355,0.0,1.0
1084435,0.0,0.025
1084441,0.01,0.25
1018918,0.0,0.5
330792,0.0,1.0
986162,0.01,0.037037037037037035
1084469,0.01,0.5
1084475,0.0,1.0
1084478,0.01,0.03333333333333333
658498,0.0,0.14285714285714285
1051723,0.0,1.0
101451,0.01,1.0
986197,0.0,0.5
134239,0.01,0.14285714285714285
1084512,0.01,1.0
199776,0.0,0.038461538461538464
887906,0.0,0.07142857142857142
986210,0.0,1.0
1084516,0.0,0.1
953445,0.0,0.5
1084518,0.0,1.0
396391,0.0,1.0
1051755,0.0,1.0
560245,0.0,0.16666666666666666
363637,0.01,0.3333333333333333
625782,0.0,0.029411764705882353
298113,0.0,0.02702702702702703
494730,0.0,0.0196078431372549
1084555,0.0,1.0
920717,0.01,0.03225806451612903
724121,0.0,0.041666666666666664
35996,0.01,0.2
199837,0.0,0.125
1051808,0.0,1.0
1084582,0.0,0.2
920753,0.0,0.09090909090909091
1084599,0.01,0.125
36025,0.01,0.25
1084602,0.01,1.0
1084603,0.0,1.0
986316,0.01,0.5
527568,0.0,1.0
1084624,0.0,0.3333333333333333
986325,0.0,1.0
756949,0.0,1.0
68832,0.01,1.0
560357,0.01,0.16666666666666666
658667,0.0,0.16666666666666666
1051886,0.0,1.0
593135,0.01,0.029411764705882353
167156,0.0,0.3333333333333333
1051902,0.01,0.05263157894736842
232703,0.0,0.5
527625,0.0,0.16666666666666666
1084686,0.0,1.0
560419,0.01,0.5
888100,0.01,1.0
36133,0.02,0.004524886877828055
1051942,0.0,0.047619047619047616
1051943,0.01,0.07692307692307693
1084712,0.0,0.5
1084713,0.0,0.3333333333333333
167204,0.0,1.0
986411,0.01,0.16666666666666666
1019179,0.0,0.01818181818181818
1084722,0.01,0.25
691507,0.0,1.0
724275,0.0,1.0
920885,0.01,0.06666666666666667
822585,0.15,0.023255813953488372
986427,0.01,0.25
167229,0.0,0.09090909090909091
1019200,0.01,1.0
1084755,0.0,1.0
626005,0.0,1.0
1051990,0.1,0.04
1084769,0.0,0.027777777777777776
1019236,0.0,0.2
986472,0.0,1.0
200042,0.01,0.08333333333333333
822642,0.01,0.038461538461538464
986484,0.0,1.0
36214,0.0,0.0625
822649,0.0,0.004672897196261682
593275,0.01,0.2
1019262,0.0,0.25
200062,0.0,1.0
986494,0.0,0.25
331141,0.0,0.14285714285714285
1084814,0.0,0.5
527769,0.0,0.07692307692307693
1084838,0.0,0.02857142857142857
495018,0.0,1.0
1084848,0.0,0.14285714285714285
1052089,0.0,0.022222222222222223
724410,0.0,0.3333333333333333
167371,0,0
298444,0.01,0.16666666666666666
1052115,0.0,1.0
1084887,0.01,0.25
1084889,0.01,0.5
1019356,0.0,0.14285714285714285
462301,0.0,0.01098901098901099
1084898,0.01,0.03125
1084905,0.0,1.0
1084906,0.0,0.125
495082,0.01,1.0
527853,0.07,0.0027548209366391185
1084910,0.0,1.0
789997,0.01,0.05
855546,0.0,1.0
691709,0.01,0.07692307692307693
265729,0.0,0.037037037037037035
1084930,0.0,1.0
167436,0.0,1.0
1019405,0.0,1.0
1084942,0.0,1.0
1019414,0.0,0.25
757275,0.0,0.07142857142857142
560673,0.0,1.0
36388,0.01,0.2
1019433,0.0,0.043478260869565216
790059,0.0,0.5
1084971,0.0,1.0
1084982,0.01,1.0
298550,0.01,0.25
626232,0.0,0.2
1084986,0.01,0.1111111111111111
298565,0.01,0.125
822859,0.01,0.07692307692307693
1019470,0.0,0.3333333333333333
1085008,0.01,1.0
1085013,0.0,1.0
921173,0.0,1.0
331352,0,0
724571,0.0,0.5
790110,0.0,0.25
429664,0.01,1.0
724579,0.0,1.0
200296,0.0,0.1111111111111111
429675,0.0,0.2
1085035,0.0,0.0625
986733,0.01,1.0
1052274,0.0,0.5
1085048,0.0,1.0
36473,0.01,0.14285714285714285
593541,0.0,0.0625
626318,0.0,0.125
167566,0.0,1.0
822937,0.0,0.5
790178,0.0,1.0
986791,0.0,1.0
986793,0.0,1.0
855725,0.01,0.1
855727,0.01,0.05263157894736842
167620,0.01,0.5
724680,0.0,0.058823529411764705
134861,0.0,1.0
1019602,0.0,1.0
1085139,0.0,0.047619047619047616
1085141,0.01,0.007751937984496124
986852,0.0,0.14285714285714285
265960,0.0,0.14285714285714285
659182,0.01,0.3333333333333333
888559,1.0,0.002702702702702703
528117,0.0,1.0
724733,0.01,0.034482758620689655
1052414,0.0,0.14285714285714285
1019649,0,0
921348,0.01,0.25
1052421,0.0,0.25
757511,0.0,1.0
1085192,0.01,0.3333333333333333
1052427,0.0,0.25
1085197,0.01,0.015873015873015872
626462,0.0,0.3333333333333333
659230,0.0,1.0
954144,0.0,0.01818181818181818
397090,0.01,0.5
1085229,0.0,1.0
659247,0.05,0.0030864197530864196
986932,0.01,0.3333333333333333
986935,0.01,1.0
986936,0.0,0.25
1019705,0.01,1.0
1085245,0.01,0.3333333333333333
593732,0.01,0.0011904761904761906
1019724,0.01,0.5
986972,0.01,0.5
1085279,0.01,0.3333333333333333
36703,0.0,1.0
1085288,0.0,0.3333333333333333
1085303,0.0,1.0
495483,0.0,0.2
593792,0.01,0.3333333333333333
69506,0.0,1.0
1085319,0.01,0.5
1019783,0.01,0.0049261083743842365
724872,0.0,1.0
1019787,0.0,1.0
757644,0.0,1.0
1085327,0.0,1.0
1052563,0.0,0.5
724887,0.01,0.16666666666666666
200600,0.02,0.034482758620689655
1085339,0.01,1.0
1085341,0.0,0.2
855968,0.0,0.1111111111111111
823203,0.01,0.027777777777777776
1085348,0.0,0.3333333333333333
1085351,0.0,1.0
135079,0.0,0.3333333333333333
1052585,0.01,0.08333333333333333
1085356,0.0,0.125
462765,0.0,1.0
1019830,0.0,0.041666666666666664
987066,0.0,1.0
298940,0.0,0.05
1052610,0.01,0.3333333333333333
954307,0.0,0.09090909090909091
1052615,0.0,0.5
888777,0.0,1.0
1085386,0.0,1.0
1085393,0.0,0.25
724947,0.0,1.0
888796,0.0,0.009523809523809525
987100,0.01,0.2
1052640,0.0,0.08333333333333333
1085421,0.01,0.25
1085422,0.01,0.14285714285714285
1085434,0.0,1.0
1085441,0.0,1.0
790536,0.0,1.0
626701,0.01,1.0
1085454,0.0,1.0
299023,0.0,1.0
1085456,0.0,1.0
1085457,0.0,1.0
921621,0.0,0.5
1052717,0.01,0.08333333333333333
987183,0.01,0.5
725047,0.0,1.0
987192,0.01,0.25
1085497,0.0,1.0
167994,0.01,0.2
430142,0.0,0.2
168000,0.0,0.5
495680,0.0,1.0
1085510,0.01,0.5
1085517,0.0,1.0
888911,0.0,0.05555555555555555
1085521,0.0,0.125
299094,0.0,1.0
954455,0.01,0.14285714285714285
1085532,0.0,1.0
1085533,0.01,0.00980392156862745
987230,0.0,0.2
1085535,0.0,1.0
987237,0.0,0.25
299110,0.09,0.0015723270440251573
888934,0.01,1.0
36965,0.01,0.3333333333333333
1085545,0.01,0.1111111111111111
102506,0.01,0.14285714285714285
856171,0.0,0.5
397417,0.0,0.1111111111111111
1085550,0.0,1.0
823421,0.01,1.0
462979,0.0,1.0
1085572,0.0,0.125
168069,0.0,1.0
1085584,0.01,1.0
1085586,0.0,1.0
430229,0.0,1.0
888988,0.01,0.125
69789,0.0,0.2
1085613,0.0,0.25
987309,0,0
594105,0.08,0.013157894736842105
1085630,0.0,1.0
921812,0.0,0.06666666666666667
889046,0.0,1.0
1085658,0.0,1.0
135386,0.0,0.2
102627,0.01,1.0
626918,0.0,0.25
1085674,0.0,0.2
69871,0.0,1.0
168175,0.01,1.0
823549,0.01,0.25
1085697,0.0,1.0
692494,0.0,1.0
889104,0.01,0.5
1052948,0.01,0.5
397592,0.0,1.0
463133,0.0,0.07142857142857142
1052965,0.0,1.0
1085733,0.01,0.07142857142857142
102695,0.0,1.0
135464,0.0,0.25
135465,0.0,0.5
561448,0.0,0.0625
1020198,0.0,0.14285714285714285
823596,0.0,1.0
1085741,0.01,0.5
168238,0.0,0.05263157894736842
1052985,0.0,0.5
758074,0.0,0.2
1085760,0.0,0.2
1085762,0.0,0.043478260869565216
1085764,0.0,1.0
1085775,0.0,1.0
1085777,0.0,0.2
1085779,0.0,1.0
1085780,0.0,1.0
1020244,0.0,1.0
299350,0.01,0.07142857142857142
954711,0.01,0.058823529411764705
135516,0.0,1.0
987486,0.0,1.0
692577,0.0,0.5
1085796,0.0,0.07692307692307693
1085804,0.01,1.0
987502,0.0,1.0
1085812,0.0,0.5
594295,0.0,0.037037037037037035
528760,0.0,1.0
463230,0.01,0.25
627085,0.0,0.25
1085842,0.01,0.5
1085845,0.0,0.14285714285714285
1085862,0.01,1.0
922024,0.0,1.0
987567,0.0,0.3333333333333333
233904,0.0,0.1111111111111111
987573,0.01,1.0
1053111,0.0,0.14285714285714285
1085888,0.0,0.5
1085889,0.0,0.3333333333333333
201154,0.0,0.3333333333333333
528841,0.0,0.25
889289,0.01,0.004
135633,0.0,0.5
135635,0.0,1.0
1020376,0.01,0.5
659929,0.0,0.1111111111111111
1085918,0.0,1.0
1085924,0.01,0.2
1085930,0.01,0.25
1085936,0.0,0.5
365044,0.01,0.043478260869565216
1085943,0.01,0.3333333333333333
856568,0.01,0.00909090909090909
987644,0.0,0.5
266760,0.0,0.125
987657,0.0,1.0
987660,0.01,1.0
463373,0.0,0.043478260869565216
1085967,0.0,1.0
987671,0.01,0.25
1085980,0.0,0.3333333333333333
1053219,0.01,0.03225806451612903
496175,0.0,1.0
1086008,0,0
1086014,0.0,1.0
1053253,0.0,0.09090909090909091
1086022,0.01,0.16666666666666666
987720,0.0,1.0
660046,0.0,1.0
463443,0.01,1.0
1020500,0.0,0.04
4696,0.01,0.05
1086046,0.0,1.0
791140,0.0,0.5
496244,0.01,0.0034965034965034965
1086075,0.01,1.0
627323,0.0,1.0
234114,0.0,1.0
1086085,0.01,0.01694915254237288
987791,0.0,1.0
496276,0.0,0.125
201366,0.01,0.25
201376,0.01,0.3333333333333333
987809,0.0,1.0
266920,0.01,0.03125
1086120,0.0,1.0
987822,0.0,0.3333333333333333
987823,0.0,1.0
234165,0.0,1.0
791223,0.01,0.0625
824000,0.0,0.25
1086145,0.01,0.03125
529090,0.0,0.5
70340,0.0,1.0
987845,0.0,0.045454545454545456
299732,0.01,0.06666666666666667
103125,0.01,1.0
